species_number|common_name|latin_name|kingdom|phylum_division|subphylum_div|superclass|class|tax_order|family|genus|species|subspecies|variety|ecotox_group|ncbi_taxid
167|Dragonfly|Sympetrum flaveolum|Animalia|Arthropoda|Hexapoda||Insecta|Odonata|Libellulidae|Sympetrum|flaveolum|||Insects/Spiders|126069
168|Blackfly|Eusimulium sp.|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Simuliidae|Eusimulium|sp.|||Insects/Spiders|47352
169|Water Flea|Sida crystallina|Animalia|Arthropoda|Crustacea||Branchiopoda|Cladocera|Sididae|Sida|crystallina|||Crustaceans|77656
170|Water Flea|Daphnia longispina|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|longispina|||Crustaceans|42846
171|Water Flea|Chydorus sphaericus|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Chydoridae|Chydorus|sphaericus|||Crustaceans|77745
172|Water Flea|Bosmina coregoni|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Bosminidae|Bosmina|coregoni|||Crustaceans|186181
173|Water Flea|Ceriodaphnia pulchella|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|pulchella|||Crustaceans|381655
174|Clam Shrimp|Lynceus brachyurus|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Lynceidae|Lynceus|brachyurus|||Crustaceans|202087
175|Mosquito|Aedes cyprius|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Culicidae|Aedes|cyprius|||Insects/Spiders|
176|Phantom Midge|Cryophila lapponica|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chaoboridae|Cryophila|lapponica|||Insects/Spiders|
177|Phantom Midge|Mochlonyx culiciformis|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chaoboridae|Mochlonyx|culiciformis|||Insects/Spiders|
178|Midge|Orthocladius sp.|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Orthocladius|sp.|||Insects/Spiders|288845
179|Mosquito|Anopheles maculipennis|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Culicidae|Anopheles|maculipennis|||Insects/Spiders|
180|Phantom Midge|Chaoborus crystallinus|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chaoboridae|Chaoborus|crystallinus|||Insects/Spiders|41813
181|Pile Perch|Rhacochilus vacca|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Embiotocidae|Rhacochilus|vacca|||Fish|50905
182|Water Bug|Sigara striata|Animalia|Arthropoda|Hexapoda||Insecta|Heteroptera|Corixidae|Sigara|striata|||Insects/Spiders|1249915
183|Water Strider|Gerris lacustris|Animalia|Arthropoda|Hexapoda||Insecta|Heteroptera|Gerridae|Gerris|lacustris|||Insects/Spiders|108914
184|Midge|Pentaneura monilis|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Pentaneura|monilis|||Insects/Spiders|
185|Midge|Psectrocladius sp.|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|Psectrocladius|sp.|||Insects/Spiders|288848
186|Tipulid Fly|Triogma sp.|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Tipulidae|Triogma|sp.|||Insects/Spiders|
187|Flower Fly|Eristalis sp.|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Syrphidae|Eristalis|sp.|||Insects/Spiders|198633
188|Backswimmer|Notonecta glauca|Animalia|Arthropoda|Hexapoda||Insecta|Heteroptera|Notonectidae|Notonecta|glauca|||Insects/Spiders|260537
189|Waterbug|Ilyocoris cimicoides|Animalia|Arthropoda|Hexapoda||Insecta|Heteroptera|Naucoridae|Ilyocoris|cimicoides|||Insects/Spiders|280203
190|Beetle|Haliplus flavicollis|Animalia|Arthropoda|Hexapoda||Insecta|Coleoptera|Haliplidae|Haliplus|flavicollis|||Insects/Spiders|446441
191|Water Scavenger Beetle|Hydrobius fuscipes|Animalia|Arthropoda|Hexapoda||Insecta|Coleoptera|Hydrophilidae|Hydrobius|fuscipes|||Insects/Spiders|290645
192|Beetle|Gyrinus marinus|Animalia|Arthropoda|Hexapoda||Insecta|Coleoptera|Gyrinidae|Gyrinus|marinus|||Insects/Spiders|1323538
193|Water Beetle|Hygrotus novemlineatus|Animalia|Arthropoda|Hexapoda||Insecta|Coleoptera|Dytiscidae|Hygrotus|novemlineatus|||Insects/Spiders|1267246
194|Water Mite|Limnesia maculata|Animalia|Arthropoda|Chelicerata||Arachnida|Trombidiformes|Limnesiidae|Limnesia|maculata|||Insects/Spiders|
195|Chiselmouth|Acrocheilus alutaceus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Acrocheilus|alutaceus|||Fish|67537
196|Bluntnose Minnow|Pimephales notatus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|notatus|||Fish|51138
197|Water Mite|Hygrobates longipalpis|Animalia|Arthropoda|Chelicerata||Arachnida|Trombidiformes|Hygrobatidae|Hygrobates|longipalpis|||Insects/Spiders|673102
198|Water Mite|Hydrachna marita|Animalia|Arthropoda|Chelicerata||Arachnida|Trombidiformes|Hydrachnidae|Hydrachna|marita|||Insects/Spiders|
199|Mud Snail|Cipangopaludina malleata|Animalia|Mollusca|||Gastropoda|Architaenioglossa|Viviparidae|Cipangopaludina|malleata|||Molluscs|
200|Water Mite|Limnesia undulata|Animalia|Arthropoda|Chelicerata||Arachnida|Trombidiformes|Limnesiidae|Limnesia|undulata|||Insects/Spiders|673106
201|Grass Carp|Ctenopharyngodon idella|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Ctenopharyngodon|idella|||Fish;U.S. Invasive Species|7959
202|Rohu|Labeo rohita|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Labeo|rohita|||Fish|84645
203|Dinoflagellate|Gonyaulax sp.|Chromista|Pyrrophycophyta|||Dinophyceae|Gonyaulacales|Gonyaulacaceae|Gonyaulax|sp.|||Algae|2912
204|Isopod|Eurydice longicornis|Animalia|Arthropoda|Crustacea||Malacostraca|Isopoda|Cirolanidae|Eurydice|longicornis|||Crustaceans|
205|Blue-Green Algae|Oscillatoria limnetica|Monera|Cyanophycota|||Cyanophyceae|Nostocales|Oscillatoriaceae|Oscillatoria|limnetica|||Algae|54310
206|African Clawed Frog|Xenopus laevis|Animalia|Chordata|Vertebrata||Amphibia|Anura|Pipidae|Xenopus|laevis|||Amphibians;Standard Test Species|8355
207|Sea Urchin|Echinometra mathaei|Animalia|Echinodermata|Echinozoa||Echinoidea|Echinoida|Echinometridae|Echinometra|mathaei|||Invertebrates|31178
208|Common Bay Mussel,Blue Mussel|Mytilus edulis|Animalia|Mollusca|||Bivalvia|Mytiloida|Mytilidae|Mytilus|edulis|||Molluscs;Standard Test Species|6550
209|Turbellarian, Flatworm|Dugesia dorotocephala|Animalia|Platyhelminthes|||Turbellaria|Tricladida|Planariidae|Dugesia|dorotocephala|||Worms|135777
210|Northern House Mosquito|Culex pipiens|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Culicidae|Culex|pipiens|||Insects/Spiders|7175
211|Bleak|Alburnus alburnus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Alburnus|alburnus|||Fish;Standard Test Species|54556
212|Harpacticoid Copepod|Nitocra spinipes|Animalia|Arthropoda|Crustacea||Maxillopoda|Harpacticoida|Ameiridae|Nitocra|spinipes|||Crustaceans;Standard Test Species|
213|Crab|Paratelphusa jacquemontii|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Parathelphusidae|Paratelphusa|jacquemontii|||Crustaceans|
214|Barnacle|Balanus eburneus|Animalia|Arthropoda|Crustacea||Maxillopoda|Sessilia|Balanidae|Balanus|eburneus|||Crustaceans|637417
216|Caddisfly|Rhyacophila dorsalis|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera|Rhyacophilidae|Rhyacophila|dorsalis|||Insects/Spiders|1178152
217|Water Mite|Eylais hamata|Animalia|Arthropoda|Chelicerata||Arachnida|Trombidiformes|Eylaidae|Eylais|hamata|||Insects/Spiders|
218|Zebra Mussel|Dreissena polymorpha|Animalia|Mollusca|||Bivalvia|Veneroida|Dreissenidae|Dreissena|polymorpha|||Molluscs;U.S. Invasive Species|45954
219|Pink Salmon|Oncorhynchus gorbuscha|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Oncorhynchus|gorbuscha|||Fish|8017
220|Shrimp|Eualus sp.|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Hippolytidae|Eualus|sp.|||Crustaceans|397946
221|Humpy Shrimp|Pandalus goniurus|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Pandalidae|Pandalus|goniurus|||Crustaceans|397976
222|Cyclopoid Copepod|Macrocyclops albidus|Animalia|Arthropoda|Crustacea||Maxillopoda|Cyclopoida|Cyclopidae|Macrocyclops|albidus|||Crustaceans|281258
223|Caddisfly|Hydropsyche pellucidula|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera|Hydropsychidae|Hydropsyche|pellucidula|||Insects/Spiders|869943
224|Polychaete Worm|Neanthes arenaceodentata|Animalia|Annelida|Polychaeta||Errantia|Aciculata|Nereididae|Neanthes|arenaceodentata|||Worms;Standard Test Species|604281
225|Mayfly|Drunella grandis|Animalia|Arthropoda|Hexapoda||Insecta|Ephemeroptera|Ephemerellidae|Drunella|grandis|||Insects/Spiders|248223
226|Opossum Shrimp|Leptomysis mediterranea|Animalia|Arthropoda|Crustacea||Malacostraca|Mysida|Mysidae|Leptomysis|mediterranea|||Crustaceans|419523
227|Caddisfly|Arctopsyche grandis|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera|Hydropsychidae|Arctopsyche|grandis|||Insects/Spiders|121162
228|Blackfly|Simulium ornatum|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Simuliidae|Simulium|ornatum|||Insects/Spiders|
229|Blue-Green Algae|Aulosira prolifica|Monera|Cyanophycota|||Cyanophyceae|Nostocales|Nostocaceae|Aulosira|prolifica|||Algae|
230|Yellow Fever Mosquito|Aedes aegypti|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Culicidae|Aedes|aegypti|||Insects/Spiders;Standard Test Species|7159
231|Rotifer|Philodina roseola|Animalia|Rotifera|||Bdelloidea|Bdelloida|Philodinidae|Philodina|roseola|||Invertebrates|96448
232|Fresh-Water Mussel|Anodonta piscinalis|Animalia|Mollusca|||Bivalvia|Unionoida|Unionidae|Anodonta|piscinalis|||Molluscs|
233|Tubificid Worm, Oligochaete|Limnodrilus hoffmeisteri|Animalia|Annelida|||Oligochaeta|Haplotaxida|Naididae|Limnodrilus|hoffmeisteri|||Worms|76587
234|Mussel|Unio pictorum|Animalia|Mollusca|||Bivalvia|Unionoida|Unionidae|Unio|pictorum|||Molluscs|55837
235|Brown Mystery Snail|Campeloma decisum|Animalia|Mollusca|||Gastropoda|Architaenioglossa|Viviparidae|Campeloma|decisum|||Molluscs|93137
236|Flatly Coiled Gyraulus|Gyraulus circumstriatus|Animalia|Mollusca|||Gastropoda|Basommatophora|Planorbidae|Gyraulus|circumstriatus|||Molluscs|1720690
237|Marsh Snail|Lymnaea palustris|Animalia|Mollusca|||Gastropoda|Basommatophora|Lymnaeidae|Lymnaea|palustris|||Molluscs|55699
238|Mosquito|Aedes nigromaculis|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Culicidae|Aedes|nigromaculis|||Insects/Spiders|767023
239|Pouch Snail|Physa integra|Animalia|Mollusca|||Gastropoda|Basommatophora|Physidae|Physa|integra|||Molluscs;Standard Test Species|109671
240|Water Flea|Daphnia carinata|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|carinata|||Crustaceans|120202
241|Water Flea|Daphnia pulicaria|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|pulicaria|||Crustaceans|35523
242|Copepod Subclass|Copepoda|Animalia|Arthropoda|Crustacea||Maxillopoda|Copepoda||||||Crustaceans|6830
243|Aquatic Sowbug|Asellus communis|Animalia|Arthropoda|Crustacea||Malacostraca|Isopoda|Asellidae|Asellus|communis|||Crustaceans|
244|Mussel|Unio tumidus|Animalia|Mollusca|||Bivalvia|Unionoida|Unionidae|Unio|tumidus|||Molluscs|143298
245|European Fingernail Clam|Sphaerium corneum|Animalia|Mollusca|||Bivalvia|Veneroida|Pisidiidae|Sphaerium|corneum|||Molluscs|98288
246|Ditch Fencing Crayfish|Faxonella clypeata|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Cambaridae|Faxonella|clypeata|||Crustaceans|1240944
247|Crayfish|Orconectes limosus|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Cambaridae|Orconectes|limosus|||Crustaceans|28379
249|Shrimp|Trypaea australiensis|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Callianassidae|Trypaea|australiensis|||Crustaceans|1593259
250|Mayfly|Ephemerella subvaria|Animalia|Arthropoda|Hexapoda||Insecta|Ephemeroptera|Ephemerellidae|Ephemerella|subvaria|||Insects/Spiders|248228
251|Mayfly|Hexagenia bilineata|Animalia|Arthropoda|Hexapoda||Insecta|Ephemeroptera|Ephemeridae|Hexagenia|bilineata|||Insects/Spiders;Standard Test Species|433278
252|Jumbo Tiger Prawn|Penaeus monodon|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Penaeidae|Penaeus|monodon|||Crustaceans|6687
253|Stonefly|Claassenia sabulosa|Animalia|Arthropoda|Hexapoda||Insecta|Plecoptera|Perlidae|Claassenia|sabulosa|||Insects/Spiders|143764
254|Damselfly|Ischnura verticalis|Animalia|Arthropoda|Hexapoda||Insecta|Odonata|Coenagrionidae|Ischnura|verticalis|||Insects/Spiders|88053
255|Damselfly|Ischnura sp.|Animalia|Arthropoda|Hexapoda||Insecta|Odonata|Coenagrionidae|Ischnura|sp.|||Insects/Spiders|79456
256|Midge Family|Chironomidae|Animalia|Arthropoda|Hexapoda||Insecta|Diptera|Chironomidae|||||Insects/Spiders|7149
257|Caddisfly|Clistoronia magnifica|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera|Limnephilidae|Clistoronia|magnifica|||Insects/Spiders|1646332
258|Caddisfly|Hydropsyche betteni|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera|Hydropsychidae|Hydropsyche|betteni|||Insects/Spiders|761588
259|Caddisfly Order|Trichoptera|Animalia|Arthropoda|Hexapoda||Insecta|Trichoptera||||||Insects/Spiders|30263
260|Alewife|Alosa pseudoharengus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Clupeiformes|Clupeidae|Alosa|pseudoharengus|||Fish;U.S. Invasive Species|34774
261|Gizzard Shad|Dorosoma cepedianum|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Clupeiformes|Clupeidae|Dorosoma|cepedianum|||Fish|336262
262|Cisco, Lake Herring|Coregonus artedii|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|artedii|||Fish|36181
263|Lake Whitefish|Coregonus clupeaformis|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|clupeaformis|||Fish|59861
264|Bloater|Coregonus hoyi|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|hoyi|||Fish|59862
265|Deepwater Cisco|Coregonus johannae|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|johannae|||Fish|
266|Kiyi|Coregonus kiyi|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|kiyi|||Fish|59863
267|Cisco, Whitefish|Coregonus sp.|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|sp.|||Fish|
268|Round Whitefish|Prosopium cylindraceum|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Prosopium|cylindraceum|||Fish|348696
269|Damselfly Suborder|Zygoptera|Animalia|Arthropoda|Hexapoda||Insecta|Zygoptera||||||Insects/Spiders|50488
270|Rainbow Smelt|Osmerus mordax|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Osmeriformes|Osmeridae|Osmerus|mordax|||Fish|8014
271|Mottled Sculpin|Cottus bairdi|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Scorpaeniformes|Cottidae|Cottus|bairdi|||Fish|
272|Slimy Sculpin|Cottus cognatus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Scorpaeniformes|Cottidae|Cottus|cognatus|||Fish|147210
273|Fourhorn Sculpin|Myoxocephalus quadricornis|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Scorpaeniformes|Cottidae|Myoxocephalus|quadricornis|||Fish|200680
274|Longfin Dace|Agosia chrysogaster|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Agosia|chrysogaster|||Fish|86938
275|Central Stoneroller|Campostoma anomalum|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Campostoma|anomalum|||Fish|61318
276|Striped Shiner|Luxilus chrysocephalus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Luxilus|chrysocephalus|||Fish|33536
277|Northern Redbelly Dace|Phoxinus eos|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Phoxinus|eos|||Fish|42663
278|Harpacticoid Copepod|Canthocamptus sp.|Animalia|Arthropoda|Crustacea||Maxillopoda|Harpacticoida|Canthocamptidae|Canthocamptus|sp.|||Crustaceans|1322215
279|Blacknose Dace|Rhinichthys atratulus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Rhinichthys|atratulus|||Fish|67556
280|Speckled Dace|Rhinichthys osculus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Rhinichthys|osculus|||Fish;U.S. Threatened and Endangered Species|86924
281|Copepod Order|Cyclopoida|Animalia|Arthropoda|Crustacea||Maxillopoda|Cyclopoida||||||Crustaceans|84308
282|White, Longnose Sucker|Catostomus catostomus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Catostomidae|Catostomus|catostomus|||Fish|43956
283|White Sucker|Catostomus commersoni|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Catostomidae|Catostomus|commersoni|||Fish;Standard Test Species|7971
284|Redhorse, Sucker|Moxostoma sp.|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Catostomidae|Moxostoma|sp.|||Fish|117934
285|Aquatic Moss|Platyhypnidium riparoides|Plantae|Bryophyta|||Bryopsida|Hypnales|Brachytheciaceae|Platyhypnidium|riparoides|||Moss, Hornworts|
286|Burbot|Lota lota|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Gadiformes|Gadidae|Lota|lota|||Fish|69944
287|Southern Platyfish|Xiphophorus maculatus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Xiphophorus|maculatus|||Fish|8083
288|Brook Stickleback|Culaea inconstans|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Gasterosteiformes|Gasterosteidae|Culaea|inconstans|||Fish|240156
289|Rock Bass|Ambloplites rupestris|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Ambloplites|rupestris|||Fish|109273
290|Longear Sunfish|Lepomis megalotis|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Lepomis|megalotis|||Fish|270330
291|Black Crappie|Pomoxis nigromaculatus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Pomoxis|nigromaculatus|||Fish|8182
292|Rainbow Darter|Etheostoma caeruleum|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Percidae|Etheostoma|caeruleum|||Fish|54319
293|Orangethroat Darter|Etheostoma spectabile|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Percidae|Etheostoma|spectabile|||Fish|54343
294|Great Pond Snail|Lymnaea stagnalis|Animalia|Mollusca|||Gastropoda|Basommatophora|Lymnaeidae|Lymnaea|stagnalis|||Molluscs;Standard Test Species|6523
295|Freshwater Drum|Aplodinotus grunniens|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Sciaenidae|Aplodinotus|grunniens|||Fish|225389
297|River Snail|Viviparus sp.|Animalia|Mollusca|||Gastropoda|Architaenioglossa|Viviparidae|Viviparus|sp.|||Molluscs|54977
298|Green Algae|Dunaliella tertiolecta|Plantae|Chlorophyta|||Chlorophyceae|Volvocales|Dunaliellaceae|Dunaliella|tertiolecta|||Algae;Standard Test Species|3047
299|Diatom|Thalassiosira guillardii|Chromista|Bacillariophyta|||Coscinodiscophyceae|Thalassiosirales|Thalassiosiraceae|Thalassiosira|guillardii|||Algae|159748
300|Green Algae|Chlorococcum sp.|Plantae|Chlorophyta|||Chlorophyceae|Chlorococcales|Chlorococcaceae|Chlorococcum|sp.|||Algae|44649
301|Diatom|Nitzschia sp.|Chromista|Bacillariophyta|||Bacillariophyceae|Pennales|Bacillariaceae|Nitzschia|sp.|||Algae;Standard Test Species|2857
302|Daggerblade Grass Shrimp|Palaemonetes pugio|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Palaemonidae|Palaemonetes|pugio|||Crustaceans;Standard Test Species|221654
303|Cryptomonad|Chilomonas paramecium|Plantae|Cryptophycophyta|||Cryptophyceae|Cryptomonadales|Cryptomonadaceae|Chilomonas|paramecium|||Algae|2898
304|Baltic Macoma|Macoma balthica|Animalia|Mollusca|||Bivalvia|Veneroida|Tellinidae|Macoma|balthica|||Molluscs|1903275
305|Golden-brown Algae|Synura uvella|Chromista|Chrysophyta|||Chrysophyceae|Ochromonadales|Synuraceae|Synura|uvella|||Algae|52557
306|Murex|Murex brandaris|Animalia|Mollusca|||Gastropoda|Neogastropoda|Muricidae|Murex|brandaris|||Molluscs|181909
307|Hermit Crab|Pagurus sp.|Animalia|Arthropoda|Crustacea||Malacostraca|Decapoda|Paguridae|Pagurus|sp.|||Crustaceans|6746
308|Striped Catfish|Mystus vittatus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Siluriformes|Bagridae|Mystus|vittatus|||Fish|337539
309|Diatom|Skeletonema costatum|Chromista|Bacillariophyta|||Coscinodiscophyceae|Thalassiosirales|Skeletonemaceae|Skeletonema|costatum|||Algae;Standard Test Species|2843
310|Diatom|Nitzschia angularis|Chromista|Bacillariophyta|||Bacillariophyceae|Pennales|Bacillariaceae|Nitzschia|angularis|||Algae|
311|Green Algae|Chlorella sp.|Plantae|Chlorophyta|||Chlorophyceae|Chlorococcales|Oocystaceae|Chlorella|sp.|||Algae|3079
312|Green Algae|Neochloris sp.|Plantae|Chlorophyta|||Chlorophyceae|Chlorococcales|Chlorococcaceae|Neochloris|sp.|||Algae|
313|Diatom|Navicula incerta|Chromista|Bacillariophyta|||Bacillariophyceae|Pennales|Naviculaceae|Navicula|incerta|||Algae|63141
314|Red Algae|Porphyridium cruentum|Plantae|Rhodophycota|||Rhodophyceae|Porphyridiales|Porphyridiaceae|Porphyridium|cruentum|||Algae|35688
315|Water Mite|Piona nodata|Animalia|Arthropoda|Chelicerata||Arachnida|Trombidiformes|Pionidae|Piona|nodata|||Insects/Spiders|
316|Barb|Barbus barbus ssp. plebejus|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Barbus|barbus|ssp. plebejus||Fish|
